item_nbr,family,class,perishable,Price
938659,BEVERAGES,1136.0,False,8.84
940664,BEVERAGES,1124.0,False,7.89
940665,BEVERAGES,1124.0,False,8.06
951675,BEVERAGES,1124.0,False,10.95
958516,BEVERAGES,1122.0,False,5.65
958519,BEVERAGES,1122.0,False,5.55
968432,BEVERAGES,1122.0,False,5.37
996122,BEVERAGES,1124.0,False,1.19
1022053,BEVERAGES,1126.0,False,2.76
1037856,BEVERAGES,1120.0,False,1.06
1037857,BEVERAGES,1120.0,False,2.86
1044584,BEVERAGES,1124.0,False,5.78
1047674,BEVERAGES,1120.0,False,8.9
1047675,BEVERAGES,1120.0,False,10.44
1047679,BEVERAGES,1120.0,False,8.93
1047680,BEVERAGES,1120.0,False,2.59
1047681,BEVERAGES,1120.0,False,9.14
1047682,BEVERAGES,1120.0,False,9.78
1047685,BEVERAGES,1120.0,False,5.68
1047686,BEVERAGES,1120.0,False,9.81
1047690,BEVERAGES,1120.0,False,6.52
1047695,BEVERAGES,1122.0,False,4.0
1047696,BEVERAGES,1122.0,False,8.09
1047698,BEVERAGES,1122.0,False,3.06
1047699,BEVERAGES,1122.0,False,5.5
1047702,BEVERAGES,1122.0,False,8.43
1047703,BEVERAGES,1122.0,False,2.11
1047705,BEVERAGES,1122.0,False,10.33
1047707,BEVERAGES,1122.0,False,5.56
1047709,BEVERAGES,1122.0,False,8.13
1047717,BEVERAGES,1122.0,False,10.74
1047721,BEVERAGES,1122.0,False,4.77
1047733,BEVERAGES,1124.0,False,6.26
1047734,BEVERAGES,1124.0,False,8.53
1047735,BEVERAGES,1124.0,False,5.58
1047740,BEVERAGES,1124.0,False,1.27
1047743,BEVERAGES,1124.0,False,4.16
1047751,BEVERAGES,1126.0,False,6.83
1047752,BEVERAGES,1126.0,False,3.91
1047753,BEVERAGES,1126.0,False,8.36
1047755,BEVERAGES,1126.0,False,3.23
1047756,BEVERAGES,1126.0,False,4.9
1047757,BEVERAGES,1126.0,False,6.1
1047758,BEVERAGES,1126.0,False,5.22
1047772,BEVERAGES,1126.0,False,2.8
1047773,BEVERAGES,1126.0,False,10.09
1047774,BEVERAGES,1126.0,False,9.54
1047775,BEVERAGES,1126.0,False,2.18
1047786,BEVERAGES,1126.0,False,1.6
1047790,BEVERAGES,1138.0,False,3.29
1047793,BEVERAGES,1138.0,False,7.28
1050142,BEVERAGES,1124.0,False,10.69
1060036,BEVERAGES,1138.0,False,7.79
1062926,BEVERAGES,1122.0,False,8.62
1062927,BEVERAGES,1122.0,False,8.61
1066900,BEVERAGES,1136.0,False,10.51
1066901,BEVERAGES,1136.0,False,10.4
1071949,BEVERAGES,1120.0,False,5.13
1074327,BEVERAGES,1120.0,False,4.92
1084425,BEVERAGES,1136.0,False,3.1
1088002,BEVERAGES,1126.0,False,8.52
1101724,BEVERAGES,1132.0,False,5.66
1102970,BEVERAGES,1122.0,False,2.31
1102971,BEVERAGES,1122.0,False,9.32
1102975,BEVERAGES,1122.0,False,5.76
1102976,BEVERAGES,1122.0,False,9.29
1104725,BEVERAGES,1132.0,False,2.95
1109116,BEVERAGES,1120.0,False,5.29
1109325,BEVERAGES,1136.0,False,6.39
1109326,BEVERAGES,1136.0,False,8.0
1112450,BEVERAGES,1136.0,False,3.85
1114566,BEVERAGES,1124.0,False,3.32
1114567,BEVERAGES,1124.0,False,2.95
1114924,BEVERAGES,1132.0,False,3.78
1117661,BEVERAGES,1132.0,False,8.82
1117662,BEVERAGES,1132.0,False,7.76
1124164,BEVERAGES,1124.0,False,3.27
1124165,BEVERAGES,1124.0,False,8.95
1132005,BEVERAGES,1132.0,False,6.48
1134971,BEVERAGES,1132.0,False,8.25
1143685,BEVERAGES,1124.0,False,3.73
1143686,BEVERAGES,1124.0,False,10.26
1145597,BEVERAGES,1124.0,False,3.32
1148812,BEVERAGES,1120.0,False,7.43
1150954,BEVERAGES,1124.0,False,4.83
1153584,BEVERAGES,1122.0,False,8.47
1157479,BEVERAGES,1136.0,False,7.26
1161555,BEVERAGES,1132.0,False,5.67
1161556,BEVERAGES,1132.0,False,6.23
1161557,BEVERAGES,1132.0,False,9.35
1163577,BEVERAGES,1132.0,False,2.75
1164923,BEVERAGES,1132.0,False,10.14
1166474,BEVERAGES,1120.0,False,3.48
1166475,BEVERAGES,1120.0,False,4.91
1167544,BEVERAGES,1124.0,False,2.77
1167545,BEVERAGES,1124.0,False,6.02
1173213,BEVERAGES,1126.0,False,10.18
1182733,BEVERAGES,1120.0,False,10.94
1224521,BEVERAGES,1120.0,False,4.66
1228319,BEVERAGES,1136.0,False,9.5
1240160,BEVERAGES,1120.0,False,4.16
1243803,BEVERAGES,1120.0,False,3.91
1243805,BEVERAGES,1120.0,False,6.83
1243814,BEVERAGES,1122.0,False,3.63
1243815,BEVERAGES,1122.0,False,9.2
1243816,BEVERAGES,1122.0,False,6.89
1243817,BEVERAGES,1122.0,False,9.35
1255777,BEVERAGES,1124.0,False,7.3
1261025,BEVERAGES,1124.0,False,9.65
1281011,BEVERAGES,1124.0,False,8.25
1285150,BEVERAGES,1124.0,False,6.7
1285154,BEVERAGES,1124.0,False,3.4
1309297,BEVERAGES,1120.0,False,3.43
1309298,BEVERAGES,1122.0,False,8.35
1309300,BEVERAGES,1124.0,False,5.21
1324182,BEVERAGES,1132.0,False,5.04
1328495,BEVERAGES,1136.0,False,9.43
1336459,BEVERAGES,1124.0,False,3.53
1336461,BEVERAGES,1124.0,False,9.7
1350565,BEVERAGES,1136.0,False,2.17
1359503,BEVERAGES,1120.0,False,10.82
1393033,BEVERAGES,1122.0,False,6.11
1397060,BEVERAGES,1122.0,False,6.49
1397061,BEVERAGES,1122.0,False,10.88
1397062,BEVERAGES,1122.0,False,9.01
1404385,BEVERAGES,1124.0,False,1.69
1421156,BEVERAGES,1136.0,False,6.14
1421428,BEVERAGES,1124.0,False,3.34
1421429,BEVERAGES,1136.0,False,8.14
1428328,BEVERAGES,1120.0,False,8.12
1428330,BEVERAGES,1120.0,False,3.63
1428331,BEVERAGES,1120.0,False,4.14
1430040,BEVERAGES,1120.0,False,1.69
1430041,BEVERAGES,1120.0,False,7.7
1455482,BEVERAGES,1152.0,False,6.74
1455485,BEVERAGES,1152.0,False,8.66
1455886,BEVERAGES,1153.0,False,1.46
1458834,BEVERAGES,1122.0,False,3.77
1463441,BEVERAGES,1132.0,False,1.47
1463483,BEVERAGES,1116.0,False,10.76
1463484,BEVERAGES,1116.0,False,3.75
1463507,BEVERAGES,1118.0,False,5.95
1463509,BEVERAGES,1118.0,False,2.11
1463510,BEVERAGES,1118.0,False,7.01
1463555,BEVERAGES,1114.0,False,7.0
1463566,BEVERAGES,1190.0,False,7.37
1463568,BEVERAGES,1190.0,False,6.58
1463569,BEVERAGES,1190.0,False,6.39
1463587,BEVERAGES,1190.0,False,9.41
1463591,BEVERAGES,1190.0,False,3.62
1463594,BEVERAGES,1190.0,False,7.03
1463595,BEVERAGES,1190.0,False,8.57
1463596,BEVERAGES,1190.0,False,7.31
1463602,BEVERAGES,1190.0,False,4.79
1463603,BEVERAGES,1190.0,False,9.58
1463604,BEVERAGES,1190.0,False,10.73
1463609,BEVERAGES,1190.0,False,10.26
1463610,BEVERAGES,1190.0,False,2.85
1463611,BEVERAGES,1190.0,False,3.68
1463619,BEVERAGES,1114.0,False,10.24
1463620,BEVERAGES,1114.0,False,3.85
1463621,BEVERAGES,1114.0,False,6.82
1463625,BEVERAGES,1118.0,False,5.47
1463626,BEVERAGES,1118.0,False,5.54
1463632,BEVERAGES,1148.0,False,10.5
1463637,BEVERAGES,1148.0,False,3.71
1463693,BEVERAGES,1190.0,False,7.24
1463707,BEVERAGES,1116.0,False,9.57
1463765,BEVERAGES,1190.0,False,3.13
1463767,BEVERAGES,1114.0,False,2.44
1463769,BEVERAGES,1114.0,False,3.57
1463770,BEVERAGES,1114.0,False,8.24
1463771,BEVERAGES,1114.0,False,7.88
1463772,BEVERAGES,1114.0,False,2.83
1463773,BEVERAGES,1114.0,False,3.81
1463783,BEVERAGES,1114.0,False,8.85
1463784,BEVERAGES,1114.0,False,6.21
1463786,BEVERAGES,1116.0,False,7.19
1463787,BEVERAGES,1116.0,False,3.29
1463788,BEVERAGES,1116.0,False,7.62
1463789,BEVERAGES,1116.0,False,2.83
1463790,BEVERAGES,1116.0,False,6.03
1463791,BEVERAGES,1116.0,False,3.54
1463797,BEVERAGES,1118.0,False,9.24
1463798,BEVERAGES,1118.0,False,4.69
1463799,BEVERAGES,1118.0,False,2.85
1463800,BEVERAGES,1118.0,False,3.1
1463801,BEVERAGES,1118.0,False,2.32
1463805,BEVERAGES,1146.0,False,6.13
1463806,BEVERAGES,1146.0,False,9.96
1463807,BEVERAGES,1146.0,False,5.65
1463808,BEVERAGES,1146.0,False,7.01
1463810,BEVERAGES,1148.0,False,9.8
1463812,BEVERAGES,1148.0,False,4.24
1463814,BEVERAGES,1148.0,False,3.07
1463819,BEVERAGES,1148.0,False,6.95
1463820,BEVERAGES,1148.0,False,6.61
1463823,BEVERAGES,1148.0,False,5.36
1463825,BEVERAGES,1148.0,False,4.71
1463851,BEVERAGES,1118.0,False,5.14
1463852,BEVERAGES,1118.0,False,9.44
1463855,BEVERAGES,1148.0,False,1.86
1463857,BEVERAGES,1148.0,False,6.78
1463859,BEVERAGES,1148.0,False,6.93
1463860,BEVERAGES,1148.0,False,6.44
1463862,BEVERAGES,1148.0,False,2.82
1463864,BEVERAGES,1148.0,False,1.47
1463865,BEVERAGES,1148.0,False,1.99
1463866,BEVERAGES,1148.0,False,4.4
1463867,BEVERAGES,1148.0,False,8.37
1463881,BEVERAGES,1144.0,False,8.17
1463882,BEVERAGES,1144.0,False,10.99
1463883,BEVERAGES,1144.0,False,5.84
1463885,BEVERAGES,1144.0,False,7.24
1463886,BEVERAGES,1144.0,False,4.26
1463887,BEVERAGES,1144.0,False,4.54
1463888,BEVERAGES,1144.0,False,3.52
1463896,BEVERAGES,1144.0,False,6.18
1463897,BEVERAGES,1144.0,False,3.57
1463898,BEVERAGES,1144.0,False,10.78
1463899,BEVERAGES,1144.0,False,2.82
1463900,BEVERAGES,1144.0,False,8.69
1463914,BEVERAGES,1114.0,False,5.75
1463934,BEVERAGES,1116.0,False,3.38
1463935,BEVERAGES,1116.0,False,9.59
1463936,BEVERAGES,1116.0,False,9.71
1463992,BEVERAGES,1144.0,False,7.25
1463993,BEVERAGES,1144.0,False,1.8
1463994,BEVERAGES,1144.0,False,3.95
1463995,BEVERAGES,1148.0,False,4.42
1463998,BEVERAGES,1148.0,False,6.14
1464002,BEVERAGES,1148.0,False,9.87
1464005,BEVERAGES,1148.0,False,1.77
1464008,BEVERAGES,1148.0,False,8.53
1464010,BEVERAGES,1148.0,False,7.82
1464025,BEVERAGES,1148.0,False,10.26
1464027,BEVERAGES,1148.0,False,7.52
1464028,BEVERAGES,1148.0,False,1.85
1464029,BEVERAGES,1148.0,False,7.84
1464031,BEVERAGES,1148.0,False,9.9
1464034,BEVERAGES,1148.0,False,10.58
1464035,BEVERAGES,1148.0,False,7.05
1464038,BEVERAGES,1148.0,False,8.62
1464039,BEVERAGES,1116.0,False,3.56
1464041,BEVERAGES,1144.0,False,9.32
1464042,BEVERAGES,1144.0,False,4.35
1464043,BEVERAGES,1144.0,False,3.03
1464045,BEVERAGES,1114.0,False,1.26
1464063,BEVERAGES,1190.0,False,8.48
1464065,BEVERAGES,1190.0,False,2.63
1464066,BEVERAGES,1190.0,False,5.94
1464070,BEVERAGES,1190.0,False,6.94
1464071,BEVERAGES,1190.0,False,4.17
1464072,BEVERAGES,1190.0,False,5.22
1464073,BEVERAGES,1190.0,False,7.5
1464074,BEVERAGES,1190.0,False,8.29
1464076,BEVERAGES,1190.0,False,8.29
1464077,BEVERAGES,1190.0,False,6.66
1464079,BEVERAGES,1190.0,False,5.28
1464081,BEVERAGES,1190.0,False,5.79
1464082,BEVERAGES,1190.0,False,9.89
1464086,BEVERAGES,1144.0,False,3.8
1464087,BEVERAGES,1144.0,False,1.21
1464088,BEVERAGES,1144.0,False,9.15
1464090,BEVERAGES,1144.0,False,3.78
1464091,BEVERAGES,1148.0,False,3.22
1464092,BEVERAGES,1148.0,False,2.82
1464093,BEVERAGES,1148.0,False,1.53
1464094,BEVERAGES,1148.0,False,3.65
1464095,BEVERAGES,1148.0,False,6.33
1464097,BEVERAGES,1148.0,False,1.93
1464099,BEVERAGES,1148.0,False,2.75
1464133,BEVERAGES,1146.0,False,9.97
1464134,BEVERAGES,1146.0,False,2.92
1464137,BEVERAGES,1190.0,False,3.29
1464153,BEVERAGES,1190.0,False,3.98
1464177,BEVERAGES,1190.0,False,10.31
1464186,BEVERAGES,1190.0,False,9.98
1464188,BEVERAGES,1190.0,False,3.87
1464192,BEVERAGES,1190.0,False,6.12
1464194,BEVERAGES,1190.0,False,10.43
1464196,BEVERAGES,1190.0,False,4.02
1464198,BEVERAGES,1190.0,False,4.85
1464201,BEVERAGES,1190.0,False,2.55
1464205,BEVERAGES,1190.0,False,9.98
1464207,BEVERAGES,1114.0,False,3.54
1464208,BEVERAGES,1114.0,False,6.5
1464209,BEVERAGES,1114.0,False,2.18
1464210,BEVERAGES,1114.0,False,7.74
1464217,BEVERAGES,1116.0,False,4.79
1464218,BEVERAGES,1116.0,False,10.18
1464237,BEVERAGES,1144.0,False,1.83
1464238,BEVERAGES,1144.0,False,7.76
1464239,BEVERAGES,1144.0,False,7.2
1464240,BEVERAGES,1144.0,False,5.61
1464241,BEVERAGES,1144.0,False,9.86
1464246,BEVERAGES,1148.0,False,5.56
1464256,BEVERAGES,1114.0,False,6.75
1464257,BEVERAGES,1114.0,False,10.09
1464258,BEVERAGES,1114.0,False,6.77
1464302,BEVERAGES,1115.0,False,5.44
1464309,BEVERAGES,1115.0,False,3.85
1464312,BEVERAGES,1114.0,False,8.79
1464607,BEVERAGES,1114.0,False,3.31
1464907,BEVERAGES,1144.0,False,5.16
1464910,BEVERAGES,1148.0,False,9.62
1464919,BEVERAGES,1148.0,False,1.24
1464941,BEVERAGES,1148.0,False,9.61
1465130,BEVERAGES,1144.0,False,5.43
1466039,BEVERAGES,1114.0,False,10.84
1466047,BEVERAGES,1114.0,False,3.98
1466049,BEVERAGES,1114.0,False,2.73
1466077,BEVERAGES,1118.0,False,2.57
1898959,BEVERAGES,1126.0,False,1.79
1898960,BEVERAGES,1126.0,False,9.63
1898961,BEVERAGES,1126.0,False,6.11
1904678,BEVERAGES,1138.0,False,5.23
1909752,BEVERAGES,1144.0,False,8.19
1913236,BEVERAGES,1122.0,False,6.02
1914277,BEVERAGES,1136.0,False,5.95
1914278,BEVERAGES,1136.0,False,10.39
1914279,BEVERAGES,1136.0,False,4.26
1914280,BEVERAGES,1136.0,False,5.75
1914786,BEVERAGES,1120.0,False,7.57
1917879,BEVERAGES,1114.0,False,2.67
1918621,BEVERAGES,1146.0,False,2.3
1926105,BEVERAGES,1148.0,False,1.16
1926106,BEVERAGES,1148.0,False,10.52
1926107,BEVERAGES,1148.0,False,8.11
1932491,BEVERAGES,1122.0,False,1.03
1932492,BEVERAGES,1122.0,False,3.6
1932493,BEVERAGES,1122.0,False,9.26
1936931,BEVERAGES,1124.0,False,3.39
1937039,BEVERAGES,1124.0,False,4.59
1937083,BEVERAGES,1136.0,False,5.92
1937454,BEVERAGES,1120.0,False,4.93
1938490,BEVERAGES,1144.0,False,2.81
1938600,BEVERAGES,1124.0,False,4.59
1939221,BEVERAGES,1124.0,False,3.19
1939383,BEVERAGES,1144.0,False,5.74
1939424,BEVERAGES,1144.0,False,4.51
1939531,BEVERAGES,1144.0,False,9.91
1942510,BEVERAGES,1122.0,False,6.15
1943435,BEVERAGES,1114.0,False,4.21
1943792,BEVERAGES,1114.0,False,4.29
1944889,BEVERAGES,1114.0,False,7.45
1944899,BEVERAGES,1118.0,False,6.86
1948448,BEVERAGES,1124.0,False,1.7
1948483,BEVERAGES,1124.0,False,5.03
1949662,BEVERAGES,1122.0,False,8.9
1950170,BEVERAGES,1132.0,False,4.98
1950405,BEVERAGES,1114.0,False,4.95
1951039,BEVERAGES,1124.0,False,8.97
1951042,BEVERAGES,1122.0,False,6.28
1958166,BEVERAGES,1142.0,False,5.5
1958171,BEVERAGES,1142.0,False,1.88
1958175,BEVERAGES,1142.0,False,6.73
1958177,BEVERAGES,1142.0,False,4.53
1958179,BEVERAGES,1142.0,False,1.12
1958181,BEVERAGES,1142.0,False,3.22
1958185,BEVERAGES,1142.0,False,2.34
1958186,BEVERAGES,1142.0,False,10.32
1958187,BEVERAGES,1142.0,False,4.55
1958189,BEVERAGES,1142.0,False,5.05
1958191,BEVERAGES,1142.0,False,4.47
1958193,BEVERAGES,1142.0,False,5.78
1958200,BEVERAGES,1142.0,False,2.35
1958201,BEVERAGES,1142.0,False,9.72
1958202,BEVERAGES,1142.0,False,8.93
1958210,BEVERAGES,1142.0,False,3.49
1958216,BEVERAGES,1142.0,False,9.44
1958217,BEVERAGES,1142.0,False,5.71
1958218,BEVERAGES,1142.0,False,6.2
1958219,BEVERAGES,1142.0,False,9.21
1958223,BEVERAGES,1142.0,False,6.69
1958226,BEVERAGES,1142.0,False,2.15
1958231,BEVERAGES,1142.0,False,7.43
1958238,BEVERAGES,1142.0,False,5.61
1958245,BEVERAGES,1142.0,False,4.81
1958249,BEVERAGES,1142.0,False,8.59
1958252,BEVERAGES,1142.0,False,1.5
1960256,BEVERAGES,1114.0,False,7.89
1962621,BEVERAGES,1124.0,False,6.32
1964738,BEVERAGES,1126.0,False,1.84
1964739,BEVERAGES,1136.0,False,8.83
1964804,BEVERAGES,1126.0,False,8.98
1964810,BEVERAGES,1126.0,False,7.86
1964850,BEVERAGES,1120.0,False,6.54
1965367,BEVERAGES,1132.0,False,3.32
1966167,BEVERAGES,1124.0,False,10.34
1966995,BEVERAGES,1124.0,False,9.58
1971255,BEVERAGES,1124.0,False,2.78
1971317,BEVERAGES,1122.0,False,7.17
1971365,BEVERAGES,1124.0,False,4.77
1971423,BEVERAGES,1136.0,False,7.76
1973919,BEVERAGES,1124.0,False,2.62
1974834,BEVERAGES,1124.0,False,7.11
1974921,BEVERAGES,1118.0,False,5.09
1976186,BEVERAGES,1124.0,False,10.01
1976260,BEVERAGES,1124.0,False,10.39
1976710,BEVERAGES,1114.0,False,4.71
1977486,BEVERAGES,1150.0,False,7.59
1979268,BEVERAGES,1148.0,False,3.13
1980485,BEVERAGES,1126.0,False,10.89
1980532,BEVERAGES,1122.0,False,7.4
1980702,BEVERAGES,1122.0,False,1.85
1980754,BEVERAGES,1126.0,False,4.44
1980755,BEVERAGES,1120.0,False,9.38
1986680,BEVERAGES,1142.0,False,1.9
1990061,BEVERAGES,1144.0,False,9.83
1990453,BEVERAGES,1124.0,False,4.64
1990612,BEVERAGES,1124.0,False,9.4
1990640,BEVERAGES,1124.0,False,6.94
1990768,BEVERAGES,1136.0,False,1.86
1990881,BEVERAGES,1136.0,False,7.67
1993337,BEVERAGES,1122.0,False,2.66
1993879,BEVERAGES,1138.0,False,3.57
1997895,BEVERAGES,1124.0,False,8.32
1998889,BEVERAGES,1148.0,False,3.51
1999969,BEVERAGES,1124.0,False,2.38
2000482,BEVERAGES,1120.0,False,9.03
2003709,BEVERAGES,1124.0,False,9.0
2004694,BEVERAGES,1124.0,False,9.68
2005047,BEVERAGES,1124.0,False,2.24
2005083,BEVERAGES,1124.0,False,3.79
2005143,BEVERAGES,1124.0,False,3.42
2005274,BEVERAGES,1122.0,False,3.91
2005298,BEVERAGES,1124.0,False,7.64
2005384,BEVERAGES,1124.0,False,10.14
2006614,BEVERAGES,1126.0,False,1.23
2006779,BEVERAGES,1122.0,False,1.21
2006810,BEVERAGES,1122.0,False,4.95
2006812,BEVERAGES,1120.0,False,5.15
2006928,BEVERAGES,1120.0,False,10.96
2008518,BEVERAGES,1138.0,False,2.64
2008571,BEVERAGES,1138.0,False,4.76
2008747,BEVERAGES,1116.0,False,5.12
2010049,BEVERAGES,1118.0,False,10.06
2011583,BEVERAGES,1132.0,False,5.77
2012410,BEVERAGES,1148.0,False,7.82
2012970,BEVERAGES,1154.0,False,2.26
2013086,BEVERAGES,1124.0,False,8.89
2013309,BEVERAGES,1114.0,False,1.55
2013450,BEVERAGES,1114.0,False,4.42
2013632,BEVERAGES,1124.0,False,4.95
2013931,BEVERAGES,1120.0,False,8.57
2014053,BEVERAGES,1120.0,False,4.86
2014085,BEVERAGES,1116.0,False,5.47
2014089,BEVERAGES,1120.0,False,5.01
2014094,BEVERAGES,1120.0,False,1.59
2014097,BEVERAGES,1120.0,False,6.48
2015815,BEVERAGES,1136.0,False,8.52
2016322,BEVERAGES,1152.0,False,8.16
2016407,BEVERAGES,1132.0,False,9.02
2016419,BEVERAGES,1132.0,False,4.73
2016441,BEVERAGES,1138.0,False,7.86
2017079,BEVERAGES,1120.0,False,8.93
2017173,BEVERAGES,1124.0,False,3.46
2017184,BEVERAGES,1138.0,False,10.85
2018273,BEVERAGES,1124.0,False,7.91
2018358,BEVERAGES,1124.0,False,3.81
2018397,BEVERAGES,1124.0,False,8.54
2018471,BEVERAGES,1124.0,False,3.18
2018612,BEVERAGES,1114.0,False,5.47
2018690,BEVERAGES,1124.0,False,10.42
2026304,BEVERAGES,1116.0,False,10.16
2026432,BEVERAGES,1118.0,False,6.84
2027559,BEVERAGES,1148.0,False,4.67
2027649,BEVERAGES,1142.0,False,9.64
2027809,BEVERAGES,1118.0,False,1.19
2028217,BEVERAGES,1142.0,False,2.91
2028403,BEVERAGES,1148.0,False,6.39
2028404,BEVERAGES,1142.0,False,4.56
2028696,BEVERAGES,1118.0,False,3.03
2028810,BEVERAGES,1118.0,False,6.99
2028898,BEVERAGES,1118.0,False,1.13
2029427,BEVERAGES,1126.0,False,10.66
2029457,BEVERAGES,1120.0,False,3.83
2029467,BEVERAGES,1126.0,False,8.41
2029494,BEVERAGES,1122.0,False,6.82
2029519,BEVERAGES,1126.0,False,4.06
2032488,BEVERAGES,1132.0,False,7.54
2035293,BEVERAGES,1142.0,False,3.51
2040862,BEVERAGES,1120.0,False,6.04
2042436,BEVERAGES,1122.0,False,3.28
2042941,BEVERAGES,1148.0,False,2.96
2042947,BEVERAGES,1148.0,False,1.48
2043198,BEVERAGES,1142.0,False,8.55
2043795,BEVERAGES,1126.0,False,7.49
2043849,BEVERAGES,1126.0,False,10.82
2045545,BEVERAGES,1124.0,False,3.43
2046805,BEVERAGES,1148.0,False,3.9
2046916,BEVERAGES,1148.0,False,8.88
2047496,BEVERAGES,1136.0,False,2.04
2047506,BEVERAGES,1122.0,False,1.46
2047508,BEVERAGES,1122.0,False,7.41
2049778,BEVERAGES,1148.0,False,4.78
2053751,BEVERAGES,1124.0,False,4.78
2053874,BEVERAGES,1120.0,False,3.3
2054101,BEVERAGES,1114.0,False,6.86
